Channels,1,
Samples,8067,
Date,3/6/2015,
Time,12:12:06,
Y_Unit_Label,Angle (deg),
X_Dimension,Time (s),
X0,12:06.9,
Delta_X,0.02,
***End_of_Header***,,
X_Value,03/06/2015 12:12:04 PM - Angular - Dev1_ctr0,Comment
0,0,
0.02,0,
0.04,0,
0.06,0,
0.08,0,
0.1,0,
0.12,0,
0.14,0,
0.16,0,
0.18,0,
0.2,0,
0.22,0,
0.24,0,
0.26,0,
0.28,0,
0.3,0,
0.32,0,
0.34,0,
0.36,0,
0.38,0,
0.4,0,
0.42,0,
0.44,0,
0.46,0,
0.48,0,
0.5,0,
0.52,0,
0.54,0,
0.56,0,
0.58,0,
0.6,0,
0.62,0,
0.64,0,
0.66,0,
0.68,0,
0.7,0,
0.72,0,
0.74,0,
0.76,0,
0.78,0,
0.8,0,
0.82,0,
0.84,0,
0.86,0,
0.88,0,
0.9,0,
0.92,0,
0.94,0,
0.96,0,
0.98,0,
1,0,
1.02,0,
1.04,0,
1.06,0,
1.08,0,
1.1,0,
1.12,0,
1.14,0,
1.16,0,
1.18,0,
1.2,0,
1.22,0,
1.24,0,
1.26,0,
1.28,0,
1.3,0,
1.32,0,
1.34,0,
1.36,0,
1.38,0,
1.4,0,
1.42,0,
1.44,0,
1.46,0,
1.48,0,
1.5,0,
1.52,0.144,
1.54,0.288,
1.56,0.504,
1.58,0.9,
1.6,1.296,
1.62,1.872,
1.64,2.556,
1.66,3.276,
1.68,4.176,
1.7,5.148,
1.72,6.228,
1.74,7.416,
1.76,8.64,
1.78,9.9,
1.8,11.268,
1.82,12.672,
1.84,14.112,
1.86,15.66,
1.88,17.172,
1.9,18.72,
1.92,20.34,
1.94,22.032,
1.96,23.688,
1.98,25.452,
2,27.216,
2.02,29.016,
2.04,30.852,
2.06,32.652,
2.08,34.452,
2.1,36.324,
2.12,38.16,
2.14,39.996,
2.16,41.832,
2.18,43.74,
2.2,45.648,
2.22,47.448,
2.24,49.284,
2.26,51.12,
2.28,52.92,
2.3,54.576,
2.32,56.124,
2.34,57.672,
2.36,59.184,
2.38,60.624,
2.4,62.064,
2.42,63.396,
2.44,64.728,
2.46,66.06,
2.48,67.356,
2.5,68.616,
2.52,69.876,
2.54,71.064,
2.56,72.18,
2.58,73.26,
2.6,74.34,
2.62,75.384,
2.64,76.356,
2.66,77.292,
2.68,78.192,
2.7,79.02,
2.72,79.812,
2.74,80.604,
2.76,81.324,
2.78,82.008,
2.8,82.656,
2.82,83.232,
2.84,83.736,
2.86,84.204,
2.88,84.636,
2.9,84.996,
2.92,85.32,
2.94,85.608,
2.96,85.86,
2.98,86.112,
3,86.328,
3.02,86.544,
3.04,86.724,
3.06,86.904,
3.08,87.084,
3.1,87.228,
3.12,87.372,
3.14,87.516,
3.16,87.696,
3.18,87.876,
3.2,88.056,
3.22,88.2,
3.24,88.38,
3.26,88.524,
3.28,88.668,
3.3,88.812,
3.32,88.92,
3.34,88.992,
3.36,89.064,
3.38,89.136,
3.4,89.244,
3.42,89.28,
