0	20.3	22.9	25	
1	20.1	22.8	25	
2	20	22.7	25	
3	19.9	22.6	25	
4	19.8	22.6	25	
5	19.6	22.5	25	
6	19.6	22.4	25	
7	19.5	22.4	25	
8	19.4	22.3	25	
9	19.3	22.2	25	
10	19.3	22.1	25	
11	19.3	22.1	25	
12	19.2	22	25	
13	19.2	21.9	25	
14	19.1	21.9	25	
15	19.1	21.8	25	
16	19	21.8	25	
17	19	21.7	25	
18	18.9	21.5	25	
19	18.9	20.8	25	
20	18.9	15.1	25	
21	18.8	11.5	25	
22	18.8	9.2	25	
23	18.7	7.4	25	
24	18.6	5.8	25	
25	18.6	5	25	
26	18.6	4.4	25	
27	18.5	3.9	25	
28	18.4	3.4	25	
29	18.5	3.1	25	
30	18.5	2.8	25	
31	18.4	2.6	25	
32	18.4	2.3	25	
33	18.4	2.1	25	
34	18.4	2	25	
35	18.3	1.9	25	
36	18.2	1.7	25	
37	18.3	1.6	25	
38	18.3	1.6	25	
39	18.2	1.5	25	
40	18.2	1.4	25	
41	18.2	1.3	25	
42	18.1	1.3	25	
43	18.1	1.2	25	
44	18.2	1.1	25	
45	18.1	1.1	25	
46	18.1	1.1	25	
47	18	1.1	25	
48	18	1.1	25	
49	18	1	25	
50	18	0.9	25	
51	18	1	25	
52	18	1	25	
53	18	0.9	25	
54	17.9	0.9	25	
55	17.9	0.9	25	
56	17.9	0.8	25	
57	17.9	0.9	25	
58	17.9	0.9	25	
59	17.9	0.9	25	
60	17.9	0.8	25	
61	17.9	0.8	25	
62	17.9	0.9	25	
63	17.9	0.8	25	
64	17.9	0.8	25	
65	17.9	0.8	25	
66	17.9	0.8	25	
67	17.9	0.7	25	
68	17.9	0.7	25	
69	17.9	0.7	25	
70	17.9	0.8	25	
71	17.9	0.7	25	
72	17.9	0.7	25	
73	17.9	0.7	25	
74	17.9	0.7	25	
75	17.9	0.7	25	
76	17.9	0.7	25	
77	17.9	0.7	25	
78	18	0.7	25	
79	18	0.7	25	
80	18	0.7	25	
81	18	0.7	25	
82	18	0.7	25	
83	18	0.7	25	
84	18	0.7	25	
85	18	0.7	25	
86	18	0.7	25	
87	18	0.7	25	
88	18	0.7	25	
89	18.1	0.7	25	
90	18.1	0.7	25	
91	18.1	0.7	25	
92	18.1	0.7	25	
93	18.1	0.7	25	
94	18.1	0.7	25	
95	18.1	0.7	25	
96	18.1	0.7	25	
97	18.1	0.8	25	
98	18.2	0.8	25	
99	18.2	0.8	25	
100	18.2	0.8	25	
101	18.2	0.8	25	
102	18.2	0.8	25	
103	18.2	0.8	25	
104	18.2	0.8	25	
105	18.2	0.8	25	
106	18.2	0.8	25	
107	18.2	0.8	25	
108	18.3	0.8	25	
109	18.2	0.8	25	
110	18.1	0.8	25	
111	12.7	0.8	25	
112	8.2	0.8	25	
113	5.9	0.8	25	
114	4.8	0.8	25	
115	4.1	0.8	25	
116	3.7	0.8	25	
117	3.2	0.8	25	
