0	22.5	22.6	24.4	
1	22.5	22.6	24.4	
2	22.5	22.6	24.4	
3	22.5	22.6	24.4	
4	22.5	22.6	24.5	
5	22.5	22.6	24.5	
6	22.5	22.6	24.5	
7	22.5	22.6	24.5	
8	22.5	22.6	24.5	
9	22.5	22.6	24.5	
10	22.5	22.6	24.5	
11	22.5	22.6	24.5	
12	22.5	22.6	24.5	
13	22.5	22.6	24.5	
14	22.5	22.6	24.5	
15	22.5	22.6	24.5	
16	22.5	22.6	24.5	
17	22.5	22.6	24.5	
18	22.5	22.6	24.5	
19	22.5	22.6	24.5	
20	25.8	22.6	24.5	
21	39.9	22.6	24.5	
22	51.5	22.6	24.5	
23	61	22.6	24.5	
24	65.7	22.6	24.5	
25	68.9	22.6	24.4	
26	71.3	22.6	24.4	
27	73.4	22.6	24.4	
28	74.5	22.6	24.4	
29	75.4	22.6	24.4	
30	76.1	22.6	24.4	
31	76.6	22.6	24.4	
32	77.2	22.6	24.4	
33	77.6	22.6	24.4	
34	78	22.6	24.4	
35	78.3	22.6	24.4	
36	78.6	22.6	24.4	
37	78.8	22.6	24.4	
38	79	22.6	24.4	
39	79.2	22.6	24.4	
40	79.4	38.8	24.4	
41	79.5	54.5	24.4	
42	79.6	63.4	24.4	
43	79.7	68.7	24.4	
44	79.9	72.7	24.4	
45	80	74.8	24.4	
46	80.1	76.4	24.4	
47	80.1	77.5	24.4	
48	80.2	78.4	24.4	
49	80.3	79.3	24.4	
50	80.3	79.9	24.4	
51	80.4	80.3	24.4	
52	80.4	80.6	24.4	
53	80.5	81	24.4	
54	80.5	81.3	24.4	
55	80.6	81.5	24.4	
56	80.6	81.8	24.4	
57	80.6	82	24.4	
58	80.7	82.1	24.4	
59	80.7	82.2	24.4	
60	80.7	82.3	24.4	
61	80.8	82.3	24.4	
62	80.8	82.3	24.4	
63	80.8	82.4	24.4	
64	80.8	82.4	24.4	
65	80.8	82.5	24.4	
66	80.8	82.5	24.4	
67	80.8	82.6	24.4	
68	80.8	82.7	24.4	
69	80.8	82.8	24.4	
70	80.8	82.9	24.4	
71	80.8	82.9	24.3	
72	80.8	82.9	24.3	
73	80.7	82.9	24.3	
74	80.7	82.9	24.3	
75	80.7	83	24.3	
76	80.7	83.1	24.3	
77	80.7	83	24.3	
78	80.7	83.1	24.3	
79	80.7	83.1	24.3	
80	80.6	83.1	24.3	
81	80.6	83.1	24.3	
82	80.6	83.1	24.3	
83	80.5	83.1	24.3	
84	80.5	83.2	24.3	
85	80.5	83.2	24.3	
86	80.4	83.2	24.3	
87	80.4	83.2	24.3	
88	80.4	83.2	24.3	
89	80.4	83.2	24.3	
90	80.3	83.2	24.3	
91	80.3	83.2	24.3	
92	80.3	83.2	24.3	
93	80.3	83.2	24.3	
94	80.3	83.2	24.3	
95	80.3	83.1	24.3	
96	80.3	83.1	24.3	
97	80.2	83	24.3	
98	80.2	83	24.3	
99	80.2	83.1	24.3	
100	80.2	83.1	24.3	
101	80.2	83.1	24.3	
102	80.2	83	24.3	
103	80.2	83.1	24.3	
104	80.1	83.1	24.3	
105	80.1	83.1	24.3	
106	80.1	83.1	24.3	
107	80.1	83.1	24.3	
