0	4.802181	1.71598	1.26
0.02	4.799814	1.839515	47.88
0.04	4.801392	1.818068	94.86
0.06	4.801392	1.81721	141.3
0.08	4.802181	1.761448	186.84
0.1	4.799814	1.859247	231.84
0.12	4.802181	1.800053	277.56
0.14	4.806127	1.83351	322.74
0.16	4.800603	1.799195	373.32
0.18	4.799814	1.812063	414.72
0.2	4.800603	1.755443	461.16
0.22	4.797446	1.782895	507.42
0.24	4.802181	1.846378	552.78
0.26	4.801392	1.818926	607.14
0.28	4.802181	1.753727	643.5
0.3	4.799025	1.916725	688.68
0.32	4.800603	1.84981	734.04
0.34	4.799814	1.819784	780.66
0.36	4.798235	1.848094	834.84
0.38	4.797446	1.723701	873.72
0.4	4.802181	1.756301	919.44
0.42	4.7935	1.84552	964.26
0.44	4.799814	1.784611	1009.98
0.46	4.799814	1.762306	1060.92
0.48	4.801392	1.708259	1101.24
0.5	4.800603	1.804342	1147.68
0.52	4.804549	1.779464	1194.48
0.54	4.800603	1.824931	1240.92
0.56	4.801392	1.819784	1292.4
0.58	4.798235	1.850668	1331.28
0.6	4.797446	1.730564	1377.36
0.62	4.798235	1.875546	1422.36
0.64	4.802181	1.74429	1468.26
0.66	4.800603	1.689386	1521.36
0.68	4.80376	1.740001	1561.68
0.7	4.796657	1.828363	1607.58
0.72	4.802181	1.806058	1666.08
0.74	4.799025	1.897851	1698.48
0.76	4.7935	1.814637	1751.22
0.78	4.802181	1.83351	1789.2
0.8	4.799814	1.710833	1835.28
0.82	4.798235	1.811205	1882.08
0.84	4.798235	1.842089	1928.88
0.86	4.800603	1.771743	1980.54
0.88	4.804549	1.81721	2019.6
0.9	4.802181	1.826647	2065.14
0.92	4.802181	1.846378	2110.86
0.94	4.800603	1.828363	2156.04
0.96	4.800603	1.710833	2206.44
0.98	4.799814	1.797479	2248.56
1	4.799814	1.728848	2295
1.02	4.797446	1.838657	2341.08
1.04	4.800603	1.938172	2386.08
1.06	4.80297	1.832652	2438.1
1.08	4.797446	1.750296	2476.44
1.1	4.801392	1.736569	2521.98
1.12	4.80297	1.854957	2567.88
1.14	4.799025	1.830936	2614.68
1.16	4.806127	1.746864	2666.16
1.18	4.799025	1.826647	2707.02
1.2	4.801392	1.782037	2752.02
1.22	4.801392	1.79319	2797.56
1.24	4.800603	1.835226	2842.92
1.26	4.785609	1.740001	2893.32
1.28	4.797446	1.801768	2934.9
1.3	4.802181	1.796621	2981.7
1.32	4.799025	1.8215	3033.54
1.34	4.799814	1.828363	3074.22
1.36	4.800603	1.930451	3124.98
1.38	4.799025	1.740001	3164.58
1.4	4.802181	1.892704	3210.12
1.42	4.799025	1.747722	3255.66
1.44	4.800603	1.788042	3302.28
1.46	4.80297	1.812921	3354.12
1.48	4.80297	1.740859	3394.98
1.5	4.799814	1.756301	3440.52
1.52	4.802181	1.871257	3486.06
1.54	4.801392	1.84552	3531.24
1.56	4.800603	1.806058	3582.36
1.58	4.801392	1.714264	3622.5
1.6	4.799814	1.695391	3669.12
1.62	4.80376	1.813779	3715.74
1.64	4.798235	1.889273	3762
1.66	4.799814	1.887557	3812.58
1.68	4.797446	1.902141	3852.72
1.7	4.799025	1.753727	3898.44
1.72	4.801392	1.803484	3943.8
1.74	4.804549	1.786327	4007.52
1.76	4.799814	1.830079	4042.98
1.78	4.798235	1.806058	4083.12
1.8	4.800603	1.764022	4129.38
1.82	4.799814	1.872973	4186.44
1.84	4.799814	1.968198	4219.56
1.86	4.799025	1.781179	4269.24
1.88	4.804549	1.8378	4310.82
1.9	4.799814	1.677376	4356.36
1.92	4.796657	1.778606	4403.52
1.94	4.80297	1.792332	4449.78
1.96	4.798235	1.882409	4503.24
1.98	4.802181	1.868683	4541.04
2	4.797446	1.866968	4586.94
2.02	4.799025	1.824931	4632.66
2.04	4.80297	1.787184	4678.2
2.06	4.801392	1.823216	4732.74
2.08	4.800603	1.758016	4772.16
2.1	4.798235	1.714264	4818.06
2.12	4.801392	1.814637	4863.96
2.14	4.799814	1.870399	4909.32
2.16	4.801392	1.935598	4959.9
2.18	4.801392	1.838657	5000.4
2.2	4.799814	1.679949	5045.76
2.22	4.799814	1.755443	5091.66
2.24	4.799814	1.765737	5138.28
2.26	4.799025	1.860105	5248.26
2.28	4.801392	1.788042	5250.42
2.3	4.80297	1.767453	5275.44
2.32	4.804549	1.7889	5320.98
2.34	4.799814	1.902141	5366.34
2.36	4.802181	1.835226	5419.44
2.38	4.802181	1.803484	5458.68
2.4	4.799025	1.727133	5504.94
2.42	4.806916	1.747722	5551.02
2.44	4.806916	1.888415	5596.56
2.46	4.802181	1.913293	5647.5
2.48	4.801392	1.820642	5687.46
2.5	4.800603	1.818068	5732.82
2.52	4.80297	1.665365	5778.72
2.54	4.798235	1.799195	5825.16
2.56	4.800603	1.855815	5877.36
2.58	4.795868	1.797479	5918.22
2.6	4.801392	1.725417	5963.4
2.62	4.802181	1.90643	6008.4
2.64	4.801392	1.783753	6053.94
2.66	4.799814	1.889273	6104.34
2.68	4.802181	1.704828	6145.2
2.7	4.806127	1.751153	6191.64
2.72	4.798235	1.774316	6238.98
2.74	4.799814	1.865252	6285.06
2.76	4.799814	1.947609	6336.18
2.78	4.799025	1.886699	6375.96
2.8	4.80297	1.733996	6421.5
2.82	4.800603	1.721128	6466.86
2.84	4.795079	1.707401	6512.94
2.86	4.795868	1.765737	6564.78
2.88	4.800603	1.8052	6606.18
2.9	4.799814	1.739143	6652.62
2.92	4.800603	1.848094	6697.62
2.94	4.800603	1.911577	6742.98
2.96	4.807706	1.782895	6795.54
2.98	4.799814	1.718554	6834.6
3	4.799025	1.654213	6880.14
3.02	4.796657	1.725417	6926.76
3.04	4.797446	1.8052	6973.38
3.06	4.80297	1.851526	7023.6
3.08	4.801392	1.882409	7064.28
3.1	4.802181	1.93903	7155.54
3.12	4.799025	1.881552	7168.14
3.14	19.196773	7.998238	7216.38
3.16	19.204664	7.690259	7375.32
3.18	19.198351	5.777189	7557.48
3.2	19.210978	3.726855	8206.92
3.22	19.201508	3.702835	8223.84
3.24	19.199929	3.617904	8235
3.26	19.203086	3.560426	8469.9
3.28	19.203875	3.432602	8713.98
3.3	19.203086	3.502948	8958.6
3.32	19.197562	3.391424	9215.28
3.34	19.202297	3.498659	9450.72
3.36	19.203086	3.432602	9698.58
3.38	19.200719	3.42917	9944.1
3.4	19.199929	3.341667	10188.54
3.42	19.200719	3.410297	10445.04
3.44	19.201508	3.340809	10680.12
3.46	19.202297	3.400002	10926.54
3.48	19.200719	3.32794	11172.96
3.5	19.201508	3.357108	11419.38
3.52	19.198351	3.412013	11666.88
3.54	19.197562	3.34424	11912.04
3.56	19.203086	3.396571	12161.34
3.58	19.201508	3.42145	12406.14
3.6	19.199929	3.340809	12651.66
3.62	19.19914	3.374266	12908.88
3.64	19.202297	3.46177	13158.36
3.66	19.19914	3.309067	13392.36
3.68	19.203086	3.467775	13637.34
3.7	19.202297	3.327083	13884.12
3.72	19.199929	3.351961	14153.58
3.74	19.201508	3.361398	14379.84
3.76	19.200719	3.335661	14624.28
3.78	19.200719	3.325367	14871.42
3.8	19.201508	3.335661	15118.2
