0	4.801392	0.081712	5279.22
0.02	4.799814	0.163211	5349.78
0.04	4.799814	0.133185	5422.14
0.06	4.797446	0.175222	5493.06
0.08	4.80376	0.146054	5563.98
0.1	4.796657	0.128896	5636.52
0.12	4.801392	0.102301	5706.54
0.14	4.800603	0.179511	5777.46
0.16	4.80297	0.084286	5848.92
0.18	4.804549	0.200958	5920.74
0.2	4.799814	0.229268	5991.3
0.22	4.807706	0.073133	6062.94
0.24	4.796657	0.117743	6133.5
0.26	4.795079	0.098012	6205.32
0.28	4.799814	0.179511	6276.42
0.3	4.80376	0.205248	6347.7
0.32	4.799025	0.090291	6418.8
0.34	4.797446	0.098012	6489.9
0.36	4.797446	0.103159	6562.62
0.38	4.798235	0.125464	6632.64
0.4	4.800603	0.203532	6704.1
0.42	4.800603	0.146054	6775.56
0.44	4.80376	0.185516	6846.48
0.46	4.799025	0.095438	6924.06
0.48	4.795868	0.140048	6988.86
0.5	4.799814	0.195811	7060.32
0.52	4.804549	0.129754	7131.06
0.54	4.802181	0.150343	7202.34
0.56	4.799814	0.145196	7280.1
0.58	4.805338	0.102301	7345.08
0.6	4.796657	0.238705	7416.18
0.62	4.808495	0.175222	7487.46
0.64	4.80297	0.147769	7558.92
0.66	4.799814	0.170074	7637.76
0.68	4.799025	0.164927	7706.52
0.7	4.801392	0.158064	7772.4
0.72	4.796657	0.090291	7843.68
0.74	4.800603	0.117743	7915.32
0.76	4.799814	0.091149	7994.34
0.78	4.798235	0.144338	8057.34
0.8	4.800603	0.119459	8146.98
0.82	4.805338	0.197527	8199.72
0.84	4.800603	0.111738	8271
0.86	4.799814	0.112596	8350.02
0.88	4.799814	0.195811	8413.38
0.9	4.801392	0.095438	8484.48
0.92	4.799814	0.17179	8555.58
0.94	4.798235	0.15549	8627.76
0.96	4.799025	0.116886	8710.02
0.98	4.800603	0.164069	8769.78
1	4.802181	0.146911	8840.7
1.02	4.801392	0.11517	8911.98
1.04	4.795868	0.177795	9020.16
1.06	4.807706	0.150343	9064.8
1.08	4.800603	0.170074	9126
1.1	4.797446	0.237847	9197.46
1.12	4.800603	0.07056	9268.2
1.14	4.796657	0.101444	9339.66
1.16	4.797446	0.242137	9419.4
1.18	4.804549	0.187232	9482.04
1.2	4.799025	0.211253	9553.32
1.22	4.799025	0.190664	9624.42
1.24	4.799814	0.164927	9696.24
1.26	4.80297	0.14348	9776.7
1.28	4.795868	0.130612	9839.7
1.3	4.801392	0.137475	9909.54
1.32	4.80297	0.116886	9980.46
1.34	4.792711	0.128896	10052.1
1.36	4.799025	0.168359	10132.2
1.38	4.799814	0.18809	10194.84
1.4	4.799814	0.218974	10265.4
1.42	4.80376	0.186374	10336.5
1.44	4.805338	0.11517	10459.26
1.46	4.801392	0.18809	10477.8
1.48	14.400912	7.406301	10571.04
1.5	14.398545	0.562127	10795.5
1.52	14.38355	0.168359	11442.6
1.54	14.400123	0.195811	11450.88
1.56	14.401701	0.218974	11507.76
1.58	14.404858	0.15978	11658.6
1.6	14.400123	0.234416	11883.6
1.62	14.400123	0.250715	12207.96
1.64	14.397755	0.205248	12329.46
1.66	14.401701	0.175222	12545.1
1.68	14.399334	0.27731	12761.64
1.7	14.401701	0.17608	12982.14
1.72	14.404069	0.22841	13203.72
1.74	14.40249	0.168359	13423.86
1.76	14.404858	0.217258	13641.3
1.78	14.400912	0.167501	13865.76
1.8	14.398545	0.242137	14085.9
1.82	14.400912	0.20439	14306.4
1.84	14.404858	0.211253	14527.8
1.86	14.401701	0.182943	14746.14
1.88	14.400123	0.256721	14968.62
1.9	14.399334	0.187232	15189.84
1.92	14.40328	0.182085	15420.42
1.94	14.40249	0.139191	15730.92
1.96	14.400123	0.265299	15847.74
1.98	14.401701	0.237847	16231.86
2	14.40249	0.218974	16293.06
2.02	14.401701	0.2327	16513.56
2.04	14.400123	0.2327	16734.6
2.06	14.400912	0.206105	16954.92
2.08	14.40249	0.215542	17175.78
2.1	14.397755	0.168359	17396.82
2.12	14.400123	0.22069	17618.22
2.14	14.400912	0.255863	17838
2.16	14.400912	0.200958	18062.46
2.18	14.401701	0.194953	18281.88
2.2	14.399334	0.174364	18500.58
2.22	14.400912	0.237847	18730.8
2.24	14.404858	0.197527	18941.76
2.26	14.399334	0.170074	19165.32
2.28	14.400912	0.2001	19642.14
2.3	14.400123	0.257579	19653.48
2.32	14.40249	0.230984	19845.36
2.34	14.40328	0.176937	20045.7
2.36	14.404069	0.181227	20266.74
2.38	14.404858	0.195811	20488.32
2.4	14.400123	0.206963	20709.18
2.42	14.400912	0.224121	20938.5
2.44	14.398545	0.266157	21148.92
2.46	14.400912	0.178653	21374.1
2.48	14.401701	0.194095	21593.34
2.5	14.398545	0.202674	21814.2
2.52	14.401701	0.255005	22053.42
2.54	14.399334	0.172648	22325.76
2.56	14.401701	0.185516	22475.7
2.58	14.404858	0.2164	22695.48
2.6	14.406436	0.269589	22915.44
2.62	14.40249	0.1838	23157.72
2.64	14.40328	0.202674	23358.06
2.66	14.401701	0.187232	23582.34
2.68	14.40249	0.174364	23798.34
2.7	14.40249	0.266157	24019.38
2.72	14.40328	0.214684	24261.3
2.74	14.401701	0.226695	24461.82
2.76	14.399334	0.2001	24684.12
2.78	14.40249	0.213826	24902.64
2.8	14.399334	0.153775	25123.86
2.82	14.400912	0.282457	25364.52
2.84	14.40328	0.22069	25565.22
2.86	14.400123	0.262726	25788.6
2.88	14.405647	0.18809	26008.74
2.9	14.40249	0.145196	26226.72
2.92	14.40328	0.213826	26468.64
2.94	14.399334	0.292752	26669.16
2.96	14.397755	0.184658	26892.18
2.98	14.400123	0.255005	27109.62
3	14.40249	0.210395	27332.1
3.02	14.40249	0.239563	27553.5
3.04	14.40328	0.134043	27772.2
3.06	14.399334	0.223263	27995.04
3.08	14.389864	0.135759	28216.08
3.1	14.400123	0.285031	28434.96
3.12	14.400123	0.164927	28676.52
3.14	14.401701	0.22069	28876.86
3.16	14.404069	0.211253	29097.36
3.18	14.401701	0.242137	29320.2
3.2	14.40328	0.17179	29540.52
3.22	14.399334	0.164927	29759.4
3.24	14.397755	0.195811	29982.06
3.26	14.399334	0.186374	30204.54
3.28	14.395388	0.200958	30421.62
3.3	14.40249	0.236989	30643.02
3.32	14.40249	0.202674	30884.4
3.34	14.401701	0.17179	31084.38
3.36	14.399334	0.206963	31305.06
3.38	14.399334	0.234416	31776.66
3.4	14.401701	0.218974	31791.06
3.42	14.40328	0.22841	32680.8
3.44	14.392231	0.158922	32691.42
3.46	14.400912	0.192379	32748.48
3.48	14.400912	0.184658	32761.8
3.5	2.413362	0.146911	32848.74
3.52	2.401524	-1.287472	32944.14
3.54	2.40547	0.074849	32986.8
3.56	2.421254	0.098012	33010.56
3.58	2.422043	0.096296	33044.04
3.6	2.392843	0.145196	33077.52
3.62	2.397578	0.210395	33114.78
