0.05	2.08E+01	2.75E+01	8.69E+00
0.1	2.06E+01	2.74E+01	8.61E+00
0.15	2.07E+01	2.72E+01	8.68E+00
0.2	2.06E+01	2.73E+01	8.65E+00
0.25	2.08E+01	2.76E+01	8.63E+00
0.3	2.06E+01	2.75E+01	8.64E+00
0.35	2.08E+01	2.79E+01	8.51E+00
0.4	2.07E+01	2.77E+01	8.68E+00
0.45	2.07E+01	2.71E+01	8.71E+00
0.5	2.06E+01	2.75E+01	8.71E+00
0.55	2.07E+01	2.75E+01	8.71E+00
0.6	2.06E+01	2.74E+01	8.69E+00
0.65	2.06E+01	2.74E+01	8.65E+00
0.7	2.06E+01	2.78E+01	8.62E+00
0.75	2.07E+01	2.74E+01	8.64E+00
0.8	2.07E+01	2.75E+01	8.72E+00
0.85	2.06E+01	2.75E+01	8.74E+00
0.9	2.07E+01	2.73E+01	8.64E+00
0.95	2.06E+01	2.76E+01	8.70E+00
1	2.06E+01	2.73E+01	8.60E+00
1.05	2.08E+01	2.77E+01	8.71E+00
1.1	2.06E+01	2.77E+01	8.69E+00
1.15	2.06E+01	2.76E+01	8.70E+00
1.2	2.06E+01	2.75E+01	8.69E+00
1.25	2.05E+01	2.76E+01	8.67E+00
1.3	2.06E+01	2.71E+01	8.53E+00
1.35	2.06E+01	2.75E+01	8.70E+00
1.4	2.07E+01	2.76E+01	8.68E+00
1.45	2.05E+01	2.70E+01	8.72E+00
1.5	2.06E+01	2.73E+01	8.70E+00
1.55	2.06E+01	2.75E+01	8.69E+00
1.6	2.06E+01	2.77E+01	8.65E+00
1.65	2.05E+01	2.76E+01	8.50E+00
1.7	2.06E+01	2.76E+01	8.74E+00
1.75	2.06E+01	2.72E+01	8.67E+00
1.8	2.04E+01	2.75E+01	8.69E+00
1.85	2.07E+01	2.72E+01	8.62E+00
1.9	2.06E+01	2.75E+01	8.67E+00
1.95	2.06E+01	2.75E+01	8.67E+00
2	2.05E+01	2.75E+01	8.71E+00
2.05	2.05E+01	2.77E+01	8.62E+00
2.1	2.06E+01	2.76E+01	8.68E+00
2.15	2.06E+01	2.74E+01	8.65E+00
2.2	2.04E+01	2.75E+01	8.56E+00
2.25	2.05E+01	2.74E+01	8.73E+00
2.3	2.04E+01	2.73E+01	8.63E+00
2.35	2.07E+01	2.74E+01	8.74E+00
2.4	2.04E+01	2.72E+01	8.64E+00
2.45	2.05E+01	2.79E+01	8.61E+00
2.5	2.06E+01	2.72E+01	8.68E+00
2.55	2.05E+01	2.72E+01	8.66E+00
2.6	2.05E+01	2.74E+01	8.74E+00
2.65	2.05E+01	2.77E+01	8.67E+00
2.7	2.05E+01	2.75E+01	8.67E+00
2.75	2.04E+01	2.76E+01	8.61E+00
2.8	2.05E+01	2.76E+01	8.71E+00
2.85	2.04E+01	2.75E+01	8.69E+00
2.9	2.07E+01	2.75E+01	8.70E+00
2.95	2.06E+01	2.73E+01	8.68E+00
3	2.04E+01	2.74E+01	8.48E+00
3.05	2.06E+01	2.76E+01	8.59E+00
3.1	2.04E+01	2.73E+01	8.66E+00
3.15	2.05E+01	2.75E+01	8.70E+00
3.2	2.04E+01	2.75E+01	8.70E+00
3.25	2.03E+01	2.77E+01	8.72E+00
3.3	2.05E+01	2.73E+01	8.75E+00
3.35	2.05E+01	2.74E+01	8.71E+00
3.4	2.03E+01	2.75E+01	8.64E+00
3.45	2.05E+01	2.75E+01	8.60E+00
3.5	2.03E+01	2.78E+01	8.82E+00
3.55	2.05E+01	2.92E+01	8.73E+00
3.6	2.04E+01	2.73E+01	8.71E+00
3.65	2.03E+01	2.75E+01	8.67E+00
3.7	2.03E+01	2.75E+01	8.65E+00
3.75	2.05E+01	2.71E+01	8.66E+00
3.8	2.02E+01	2.75E+01	8.72E+00
3.85	2.05E+01	2.78E+01	8.71E+00
3.9	2.02E+01	2.77E+01	8.69E+00
3.95	2.03E+01	2.79E+01	8.71E+00
4	2.05E+01	2.78E+01	8.65E+00
4.05	2.04E+01	2.75E+01	8.71E+00
4.1	2.03E+01	2.74E+01	8.62E+00
4.15	2.04E+01	2.77E+01	8.72E+00
4.2	2.05E+01	2.77E+01	8.70E+00
4.25	2.02E+01	2.76E+01	8.59E+00
4.3	2.03E+01	2.75E+01	8.68E+00
4.35	2.04E+01	2.72E+01	8.51E+00
4.4	2.03E+01	2.72E+01	8.67E+00
4.45	2.03E+01	2.75E+01	8.65E+00
4.5	2.03E+01	2.74E+01	8.71E+00
4.55	2.04E+01	2.76E+01	8.69E+00
4.6	2.04E+01	2.71E+01	8.72E+00
4.65	2.04E+01	2.76E+01	8.63E+00
4.7	2.04E+01	2.75E+01	8.57E+00
4.75	2.03E+01	2.75E+01	8.65E+00
4.8	2.04E+01	2.73E+01	8.56E+00
4.85	2.03E+01	2.77E+01	8.66E+00
4.9	2.04E+01	2.72E+01	8.59E+00
4.95	2.02E+01	2.79E+01	8.66E+00
5	2.03E+01	2.75E+01	8.67E+00
5.05	2.04E+01	2.75E+01	8.71E+00
5.1	2.02E+01	2.76E+01	8.67E+00
5.15	2.02E+01	2.73E+01	8.71E+00
5.2	2.02E+01	2.72E+01	8.63E+00
5.25	2.03E+01	2.77E+01	8.50E+00
5.3	2.03E+01	2.72E+01	8.68E+00
5.35	2.02E+01	2.72E+01	8.71E+00
5.4	2.03E+01	2.75E+01	8.70E+00
5.45	2.02E+01	2.74E+01	8.62E+00
5.5	2.03E+01	2.77E+01	8.72E+00
5.55	2.02E+01	2.73E+01	8.62E+00
5.6	2.02E+01	2.75E+01	8.58E+00
5.65	2.02E+01	2.74E+01	8.67E+00
5.7	2.03E+01	2.71E+01	8.65E+00
5.75	2.02E+01	2.71E+01	8.83E+00
5.8	2.03E+01	2.76E+01	9.06E+00
5.85	2.02E+01	2.73E+01	9.13E+00
5.9	2.02E+01	2.75E+01	9.10E+00
5.95	2.03E+01	2.73E+01	9.28E+00
6	2.03E+01	2.70E+01	9.28E+00
6.05	2.03E+01	2.76E+01	9.34E+00
6.1	2.03E+01	2.71E+01	9.31E+00
6.15	2.02E+01	2.75E+01	9.34E+00
6.2	2.03E+01	2.73E+01	9.30E+00
6.25	2.04E+01	2.72E+01	9.37E+00
6.3	2.04E+01	2.74E+01	9.34E+00
6.35	2.03E+01	2.73E+01	9.23E+00
6.4	2.02E+01	2.73E+01	9.41E+00
6.45	2.03E+01	2.75E+01	9.37E+00
6.5	2.04E+01	2.71E+01	9.31E+00
6.55	2.03E+01	2.73E+01	9.34E+00
6.6	2.02E+01	2.75E+01	9.41E+00
6.65	2.04E+01	2.72E+01	9.33E+00
