4.053641E-1	-5.467015E-1	6.483989E+0
4.335056E-1	-5.755646E-1	6.601063E+0
3.209396E-1	-5.467015E-1	6.483989E+0
4.053641E-1	-6.044276E-1	6.458538E+0
3.209396E-1	-6.044276E-1	6.601063E+0
3.772226E-1	-6.044276E-1	6.463628E+0
4.053641E-1	-5.755646E-1	6.555251E+0
3.490811E-1	-5.755646E-1	6.565431E+0
3.209396E-1	-5.178385E-1	6.575612E+0
3.209396E-1	-5.467015E-1	6.590882E+0
3.209396E-1	-5.178385E-1	6.611243E+0
3.772226E-1	-5.467015E-1	6.534891E+0
4.053641E-1	-5.178385E-1	6.545071E+0
3.772226E-1	-5.755646E-1	6.524710E+0
3.772226E-1	-4.601124E-1	6.529800E+0
3.490811E-1	-6.910167E-1	6.524710E+0
3.209396E-1	-5.755646E-1	6.550161E+0
3.490811E-1	-5.467015E-1	6.595972E+0
3.490811E-1	-5.467015E-1	6.448358E+0
3.490811E-1	-5.178385E-1	6.514530E+0
5.179301E-1	-4.889755E-1	6.514530E+0
3.772226E-1	-5.467015E-1	6.575612E+0
2.927981E-1	-6.044276E-1	6.483989E+0
2.927981E-1	-5.467015E-1	6.539981E+0
2.927981E-1	-5.467015E-1	6.529800E+0
2.927981E-1	-5.755646E-1	6.534891E+0
3.772226E-1	-4.889755E-1	6.611243E+0
3.490811E-1	-5.467015E-1	6.560341E+0
3.209396E-1	-5.467015E-1	6.514530E+0
3.772226E-1	-5.755646E-1	6.555251E+0
4.335056E-1	-6.332906E-1	6.458538E+0
4.053641E-1	-5.178385E-1	6.606153E+0
3.772226E-1	-4.889755E-1	6.509440E+0
2.927981E-1	-4.889755E-1	6.509440E+0
3.490811E-1	-4.889755E-1	6.494169E+0
3.490811E-1	-5.467015E-1	6.575612E+0
4.335056E-1	-5.178385E-1	6.473809E+0
3.772226E-1	-5.178385E-1	6.473809E+0
4.335056E-1	-5.755646E-1	6.534891E+0
4.616471E-1	-6.044276E-1	6.534891E+0
3.209396E-1	-5.755646E-1	6.514530E+0
4.335056E-1	-5.467015E-1	6.575612E+0
3.490811E-1	-6.044276E-1	6.468719E+0
4.053641E-1	-5.755646E-1	6.534891E+0
3.772226E-1	-5.467015E-1	6.499259E+0
3.772226E-1	-6.332906E-1	6.601063E+0
3.772226E-1	-5.467015E-1	6.631604E+0
3.772226E-1	-6.621537E-1	6.529800E+0
2.927981E-1	-5.755646E-1	6.483989E+0
3.772226E-1	-6.621537E-1	6.560341E+0
3.490811E-1	-5.178385E-1	6.534891E+0
4.335056E-1	-5.178385E-1	6.575612E+0
3.772226E-1	-5.178385E-1	6.494169E+0
3.772226E-1	-4.889755E-1	6.550161E+0
4.616471E-1	-4.889755E-1	6.494169E+0
2.365151E-1	-6.332906E-1	6.565431E+0
3.209396E-1	-4.601124E-1	6.529800E+0
3.209396E-1	-5.755646E-1	6.545071E+0
3.772226E-1	-5.178385E-1	6.601063E+0
4.335056E-1	-5.467015E-1	6.560341E+0
3.209396E-1	-5.178385E-1	6.514530E+0
2.646566E-1	-6.910167E-1	6.504350E+0
3.772226E-1	-4.889755E-1	6.539981E+0
4.335056E-1	-5.755646E-1	6.616333E+0
4.053641E-1	-5.755646E-1	6.524710E+0
3.772226E-1	-5.178385E-1	6.509440E+0
3.209396E-1	-5.755646E-1	6.585792E+0
3.209396E-1	-5.178385E-1	6.555251E+0
3.209396E-1	-5.178385E-1	6.519620E+0
4.053641E-1	-6.332906E-1	6.519620E+0
3.490811E-1	-5.755646E-1	6.529800E+0
3.772226E-1	-4.889755E-1	6.545071E+0
3.772226E-1	-4.889755E-1	6.478899E+0
4.053641E-1	-5.755646E-1	6.590882E+0
2.646566E-1	-6.044276E-1	6.489079E+0
3.209396E-1	-5.467015E-1	6.504350E+0
3.772226E-1	-4.889755E-1	6.504350E+0
3.772226E-1	-5.178385E-1	6.494169E+0
4.053641E-1	-5.755646E-1	6.473809E+0
4.053641E-1	-4.889755E-1	6.519620E+0
2.927981E-1	-5.755646E-1	6.595972E+0
3.772226E-1	-4.889755E-1	6.509440E+0
3.772226E-1	-5.755646E-1	6.478899E+0
3.490811E-1	-6.044276E-1	6.560341E+0
3.772226E-1	-5.178385E-1	6.534891E+0
3.772226E-1	-5.467015E-1	6.595972E+0
4.335056E-1	-5.178385E-1	6.595972E+0
3.772226E-1	-4.601124E-1	6.483989E+0
3.772226E-1	-5.178385E-1	6.545071E+0
4.053641E-1	-6.332906E-1	6.514530E+0
3.209396E-1	-4.889755E-1	6.534891E+0
3.209396E-1	-6.044276E-1	6.616333E+0
3.772226E-1	-4.889755E-1	6.473809E+0
3.209396E-1	-5.755646E-1	6.606153E+0
4.335056E-1	-6.044276E-1	6.570522E+0
3.772226E-1	-5.755646E-1	6.504350E+0
4.053641E-1	-5.755646E-1	6.565431E+0
3.209396E-1	-6.910167E-1	6.529800E+0
3.772226E-1	-6.044276E-1	6.529800E+0
4.053641E-1	-5.178385E-1	6.539981E+0
3.772226E-1	-4.601124E-1	6.473809E+0
3.209396E-1	-5.755646E-1	6.601063E+0
4.335056E-1	-5.755646E-1	6.489079E+0
2.927981E-1	-5.467015E-1	6.534891E+0
4.335056E-1	-5.755646E-1	6.433087E+0
3.772226E-1	-5.467015E-1	6.468719E+0
4.053641E-1	-5.467015E-1	6.545071E+0
3.209396E-1	-6.332906E-1	6.545071E+0
2.927981E-1	-5.178385E-1	6.483989E+0
4.616471E-1	-5.467015E-1	6.524710E+0
3.490811E-1	-5.755646E-1	6.606153E+0
3.490811E-1	-5.178385E-1	6.590882E+0
3.490811E-1	-5.178385E-1	6.489079E+0
3.490811E-1	-5.467015E-1	6.529800E+0
4.053641E-1	-6.044276E-1	6.468719E+0
3.772226E-1	-5.467015E-1	6.611243E+0
2.927981E-1	-6.332906E-1	6.626513E+0
3.772226E-1	-4.889755E-1	6.473809E+0
3.209396E-1	-6.044276E-1	6.529800E+0
3.772226E-1	-5.178385E-1	6.499259E+0
4.053641E-1	-6.044276E-1	6.972644E+0
3.772226E-1	-6.044276E-1	7.970314E+0
3.209396E-1	-6.044276E-1	8.728748E+0
4.053641E-1	-5.755646E-1	9.217403E+0
2.646566E-1	-6.332906E-1	9.588984E+0
4.053641E-1	-6.044276E-1	9.614435E+0
2.365151E-1	-5.178385E-1	9.695877E+0
2.646566E-1	-4.889755E-1	9.731508E+0
3.772226E-1	-6.621537E-1	9.848582E+0
3.209396E-1	-5.178385E-1	9.914754E+0
4.616471E-1	-4.889755E-1	1.002165E+1
3.772226E-1	-6.332906E-1	1.006746E+1
2.083736E-1	-6.044276E-1	1.003183E+1
4.897886E-1	-5.755646E-1	1.000129E+1
4.335056E-1	-6.044276E-1	1.007764E+1
4.053641E-1	-5.755646E-1	1.005219E+1
9.963356E-1	-6.332906E-1	1.002165E+1
3.529071E+0	-4.312494E-1	1.000638E+1
5.611542E+0	-5.178385E-1	1.014890E+1
2.909958E+0	-5.467015E-1	1.008782E+1
3.444646E+0	-5.755646E-1	1.008273E+1
2.065713E+0	-6.332906E-1	9.975836E+0
2.403411E+0	-6.044276E-1	9.899484E+0
2.712967E+0	-5.178385E-1	1.001656E+1
2.769250E+0	-5.755646E-1	1.009291E+1
2.628543E+0	-4.889755E-1	1.005728E+1
3.697920E+0	-5.755646E-1	1.004201E+1
5.189419E+0	-6.044276E-1	1.008273E+1
2.684826E+0	-5.755646E-1	1.004201E+1
4.148184E+0	-5.755646E-1	9.848582E+0
4.514023E+0	-5.755646E-1	1.003692E+1
3.500929E+0	-5.178385E-1	1.010818E+1
4.091901E+0	-5.467015E-1	1.008782E+1
6.258796E+0	-5.467015E-1	1.006237E+1
4.035618E+0	-4.889755E-1	9.930024E+0
5.527117E+0	-5.467015E-1	1.011327E+1
4.091901E+0	-5.755646E-1	9.960565E+0
6.315079E+0	-5.755646E-1	1.007255E+1
4.373316E+0	-4.889755E-1	1.006746E+1
5.724108E+0	-6.621537E-1	1.002165E+1
5.301985E+0	-6.332906E-1	1.007255E+1
4.795438E+0	-5.755646E-1	1.011836E+1
5.161278E+0	-6.332906E-1	9.792590E+0
7.637730E+0	-5.178385E-1	9.970746E+0
5.864815E+0	-4.889755E-1	1.002165E+1
8.510117E+0	-6.044276E-1	1.000638E+1
6.512070E+0	-6.332906E-1	1.012345E+1
5.921098E+0	-5.755646E-1	9.996196E+0
5.639683E+0	-4.312494E-1	1.008273E+1
7.440739E+0	-4.889755E-1	1.005728E+1
5.949240E+0	-5.755646E-1	1.005728E+1
5.808532E+0	-5.178385E-1	1.002674E+1
5.048712E+0	-6.044276E-1	9.980926E+0
6.174372E+0	-5.755646E-1	9.940205E+0
6.286938E+0	-5.178385E-1	9.777320E+0
6.512070E+0	-5.178385E-1	1.000638E+1
6.540211E+0	-6.332906E-1	9.965656E+0
6.146230E+0	-5.467015E-1	9.955475E+0
6.568353E+0	-6.332906E-1	1.016926E+1
5.977381E+0	-6.044276E-1	1.006746E+1
6.033664E+0	-6.044276E-1	1.003183E+1
6.624636E+0	-4.889755E-1	1.008273E+1
